Name;hydrogen_economy;hydrogen_niche;midway;hydrogen_economy_import_case;midway_import_case;midway_import_case_lowest;Unit;Description;Source;;;;;
storage_capacity_compressed_tank_CH1 4;35.6000000000000000000;17.8000000000000000000;35.6000000000000000000;35.60000000000000000000000000000000000000;35.60000000000000000000000000000000000000;35.60000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 5;344.4000000000000000000;172.2000000000000000000;344.4000000000000000000;344.40000000000000000000000000000000000000;344.40000000000000000000000000000000000000;344.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 6;703.6000000000000000000;351.8000000000000000000;703.6000000000000000000;703.60000000000000000000000000000000000000;703.60000000000000000000000000000000000000;703.60000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 7;2122.4000000000000000000;1061.2000000000000000000;2122.4000000000000000000;2122.40000000000000000000000000000000000000;2122.40000000000000000000000000000000000000;2122.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 8;345.4000000000000000000;172.7000000000000000000;345.4000000000000000000;345.40000000000000000000000000000000000000;345.40000000000000000000000000000000000000;345.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 9;288.4000000000000000000;144.2000000000000000000;288.4000000000000000000;288.40000000000000000000000000000000000000;288.40000000000000000000000000000000000000;288.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 10;59.4000000000000000000;29.7000000000000000000;59.4000000000000000000;59.40000000000000000000000000000000000000;59.40000000000000000000000000000000000000;59.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 11;2127.6000000000000000000;1063.8000000000000000000;2127.6000000000000000000;2127.60000000000000000000000000000000000000;2127.60000000000000000000000000000000000000;2127.60000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 12;770.2000000000000000000;385.1000000000000000000;770.2000000000000000000;770.20000000000000000000000000000000000000;770.20000000000000000000000000000000000000;770.20000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 13;1526.8000000000000000000;763.4000000000000000000;1526.8000000000000000000;1526.80000000000000000000000000000000000000;1526.80000000000000000000000000000000000000;1526.80000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 14;1724.2000000000000000000;862.1000000000000000000;1724.2000000000000000000;1724.20000000000000000000000000000000000000;1724.20000000000000000000000000000000000000;1724.20000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_hours_compressed_tank_CH;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_capacity_compressed_tank_DE1 0;273976.4000000000000000000;136988.2000000000000000000;273976.4000000000000000000;273976.40000000000000000000000000000000000000;273976.40000000000000000000000000000000000000;273976.40000000000000000000000000000000000000;MW;;Giacomos Masterthesis/ Jan calculations;;;;;
storage_hours_compressed_tank_DE;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_capacity_compressed_tank_FR1 0;237803.8000000000000000000;118901.9000000000000000000;237803.8000000000000000000;237803.80000000000000000000000000000000000000;237803.80000000000000000000000000000000000000;237803.80000000000000000000000000000000000000;MW;;Giacomos Masterthesis/ Jan calculations;;;;;
storage_hours_compressed_tank_FR;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_capacity_compressed_tank_IT1 0;177729.0000000000000000000;88864.5000000000000000000;177729.0000000000000000000;177729.00000000000000000000000000000000000000;177729.00000000000000000000000000000000000000;177729.00000000000000000000000000000000000000;MW;;Giacomos Masterthesis/ Jan calculations;;;;;
storage_hours_compressed_tank_IT;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_capacity_compressed_tank_AT1 0;20672.6000000000000000000;10336.3000000000000000000;20672.6000000000000000000;20672.60000000000000000000000000000000000000;20672.60000000000000000000000000000000000000;20672.60000000000000000000000000000000000000;MW;;Giacomos Masterthesis/ Jan calculations;;;;;
storage_hours_compressed_tank_AT;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
capital_cost_H2_transport_trucks_MW;1523.9966018670800000000;1523.9966018670800000000;1523.9966018670800000000;1523.99660186708000000000000000000000000000;1523.99660186708000000000000000000000000000;1523.99660186708000000000000000000000000000;€/MW H2;Capital costs H2 transport trucks, analogue electrolyser;Gabrielli et al 2020;;;;;
capital_cost_H2_transport_trucks_MWh;2540.9612093456600000000;2540.9612093456600000000;2540.9612093456600000000;2540.96120934566000000000000000000000000000;2540.96120934566000000000000000000000000000;2540.96120934566000000000000000000000000000;€/MWh H2;;Husarek et al 2021;;;;;
capital_cost_H2_transport_trucks_MWh_storage_size;2210.0485812498200000000;3315.0728718747300000000;2210.0485812498200000000;2210.04858124982000000000000000000000000000;2210.04858124982000000000000000000000000000;2210.04858124982000000000000000000000000000;€/MWh H2;Capital costs H2 storage compressed tank for tank only excluding rest, analogue electrolyser. Important this is per size of the storage not the actually stored hydrogen!;Neumann et al., 2023, DEA storage;;;;;
loading_time_H2_transport_trucks;1.5000000000000000000;1.5000000000000000000;1.5000000000000000000;1.50000000000000000000000000000000000000;1.50000000000000000000000000000000000000;1.50000000000000000000000000000000000000;hours;;Reuss et al 2021;;;;;
investment_H2_transport_trucks;99783.0847349545000000000;127632.7660471150000000000;113707.9253910350000000000;99783.08473495450000000000000000000000000000;113707.92539103500000000000000000000000000000;113707.92539103500000000000000000000000000000;;;;;;;;
only_driving_cost_H2_transport_trucks;1.0440000000000000000;1.0440000000000000000;1.0440000000000000000;1.04400000000000000000000000000000000000;1.04400000000000000000000000000000000000;1.04400000000000000000000000000000000000;€/truck/km;;Husarek;;;;;
totex_driving_cost_H2_transport_trucks_MWh;0.0427743956079559000;0.0427743956079559000;0.0427743956079559000;0.04277439560795590000000000000000000000;0.04277439560795590000000000000000000000;0.04277439560795590000000000000000000000;€/MWh H2/km;;Reuss et al 2021;;;;;
driving_cost_wo_investment_for_storage;0.0000384495673555417;0.0000384495673555417;0.0000384495673555417;0.00003844956735554170000000000000000000;0.00003844956735554170000000000000000000;0.00003844956735554170000000000000000000;(eur)/MWh H2/km;;;;;;;
marginal_cost_H2_transport_trucks;0.0211657529389303000;0.0211657529389303000;0.0211657529389303000;0.02116575293893030000000000000000000000;0.02116575293893030000000000000000000000;0.02116575293893030000000000000000000000;€ /MWh / km;Operational costs H2 transport costs (27.6€/100 km fuel costs + 35€ per hour driver cost at speed 70 km/h), might underestimate a bit swiss driver costs? Divided by Mwh one truck can carry to get per MWh;Husarek et al 2021;;;;;
loading_cost_H2_transport_trucks;1.8505850585058500000;3.5403540354035400000;2.6954695469547000000;1.85058505850585000000000000000000000000;2.69546954695470000000000000000000000000;2.69546954695470000000000000000000000000;€/MWh H2;;;;;;;
driving_cost_H2_transport_trucks;0.0481848184818482000;0.0720072007200720000;0.0600960096009601000;0.04818481848184820000000000000000000000;0.06009600960096010000000000000000000000;0.06009600960096010000000000000000000000;€/MWh H2/km;;DEA transport and Reuss combined;;;;;
capital_cost_H2_transport_pipelines;47.6000000000000000000;67.9000000000000000000;52.5000000000000000000;47.60000000000000000000000000000000000000;52.50000000000000000000000000000000000000;52.50000000000000000000000000000000000000;€/MW H2/km;Capital costs H2 pipeline, analogue electrolyser;DEA, 2023 Datasheet for energy transport;;;;;
marginal_cost_H2_transport_pipelines;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Operational costs H2 pipeline;;;;;;
losses_per_km_trucks;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Losses per m truck, so far no losses;;;;;;
losses_per_km_pipelines;0.0000300000000000000;0.0000570000000000000;0.0000340000000000000;0.00003000000000000000000000000000000000;0.00003400000000000000000000000000000000;0.00003400000000000000000000000000000000;(/km);Losses per m pipeline;DEA transport;;;;;
transport_speed_trucks;70.0000000000000000000;70.0000000000000000000;70.0000000000000000000;70.00000000000000000000000000000000000000;70.00000000000000000000000000000000000000;70.00000000000000000000000000000000000000;km/h;Transportation speed trucks;Husarek et al 2021;;;;;
transport_capacity_overall_max;6200.0000000000000000000;6200.0000000000000000000;6200.0000000000000000000;6200.00000000000000000000000000000000000000;6200.00000000000000000000000000000000000000;6200.00000000000000000000000000000000000000;trucks;assumption from reuß et al high scenario scaled to area of switzerland;own assumption based on reuß et al;;;;;
transport_capacity_trucks_max_per_hour_and_route;20.0000000000000000000;5.0000000000000000000;12.5000000000000000000;20.00000000000000000000000000000000000000;12.50000000000000000000000000000000000000;12.50000000000000000000000000000000000000;trucks;Transport capacity trucks, do we even need an upper limit? Defined by all goods trucks switzerland  divide by all transport routes;own assumption based on wöchentliche verkehrsentwicklung;;;;;
transport_capacity_pipelines_min;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;MW  H2;Transport capacity pipelines, for each route ;Husarek et al 2021;;;;;
transport_capacity_pipelines_max;31875.00000000000000;31875.00000000000000;31875.00000000000000;31875.00000000000000000000000000000000000000;31875.00000000000000000000000000000000000000;31875.00000000000000000000000000000000000000;MW  H2;Transport capacity pipelines, for each route ;Husarek et al 2021;;;;;
electrolyser_efficiency;0.7110000000000000000;0.6555000000000000000;0.6815000000000000000;0.71100000000000000000000000000000000000;0.68150000000000000000000000000000000000;0.68150000000000000000000000000000000000;share;Electrolyser efficiency;DEA renewable fuels;;;;;
capital_cost_electrolyser;18642.5555715663000000000;27519.9629865979000000000;23081.2592790821000000000;18642.55557156630000000000000000000000000000;23081.25927908210000000000000000000000000000;23081.25927908210000000000000000000000000000;€ /Mwel;Capital cost electrolyser, mixed PEMEL,AEL, annualised investment (overnight investment 250€ /kWel, lifetime 35 years, inflation rate assumed at 3% like Giacomo) *1.02 (to include 2% FOM per year) ;DEA renewable fuels;;;;;
marginal_cost_electrolyser;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Marginal cost electrolyser;DEA renewable fuels;;;;;
fuel_cell_efficiency;0.5000000000000000000;0.5000000000000000000;0.5000000000000000000;0.50000000000000000000000000000000000000;0.50000000000000000000000000000000000000;0.50000000000000000000000000000000000000;;Fuel cell efficiency;Neumann et al., 2023;;;;;
capital_cost_fuel_cell;88632.1685007346000000000;160541.2863409530000000000;142145.9306143860000000000;88632.16850073460000000000000000000000000000;142145.93061438600000000000000000000000000000;142145.93061438600000000000000000000000000000;€ /MWel;Capital cost fuel cell, analogous electrolyser;Neumann et al., 2023,, DEA;;;;;
marginal_cost_fuel_cell;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Operational cost fuel cell;;;;;;
storage_efficiency;1.0000000000000000000;1.0000000000000000000;1.0000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;;Storage efficiency tank is 1, because compression is calculated extra;;;;;;
discharge_efficiency;1.0000000000000000000;1.0000000000000000000;1.0000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;;Discharge storage efficiency tank ;;;;;;
compression_energy_demand;0.0700000000000000000;0.0900000000000000000;0.0800000000000000000;0.07000000000000000000000000000000000000;0.08000000000000000000000000000000000000;0.08000000000000000000000000000000000000;share of LHV;Compression energy demand;Peschel, 2020;;;;;
capital_cost_compressor_old;90349.6037374703000000000;90349.6037374703000000000;90349.6037374703000000000;90349.60373747030000000000000000000000000000;90349.60373747030000000000000000000000000000;90349.60373747030000000000000000000000000000;€/MW el;Compressor Capital cost, analogue electrolyser, Neumanns sources partly include these costs in storage, pipeline etc…;DEA storage explanation, DEA storage datasheet, Talukdar;;;;;
capital_cost_compressor_new;3646.2174655838300000000;9263.8761891028800000000;6455.0468273433500000000;3646.21746558383000000000000000000000000000;6455.04682734335000000000000000000000000000;6455.04682734335000000000000000000000000000;(eur)/MW H2;;;;;;;
capital_cost_liquefaction;48167.9527061434000000000;48167.9527061434000000000;48167.9527061434000000000;48167.95270614340000000000000000000000000000;48167.95270614340000000000000000000000000000;48167.95270614340000000000000000000000000000;€/MWH2;Capital cost liquefaction, analogue electrolyser;Neumann et al., 2023;;;;;
marginal_cost_liquefaction;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Marginal cost liquefaction;;;;;;
compression_energy_demand_250;0.1000000000000000000;0.1200000000000000000;0.1100000000000000000;0.10000000000000000000000000000000000000;0.11000000000000000000000000000000000000;0.11000000000000000000000000000000000000;;share of LHV;DEA storage and transport;;;;;
compression_energy_demand_100;0.0300000000000000000;0.0300000000000000000;0.0300000000000000000;0.03000000000000000000000000000000000000;0.03000000000000000000000000000000000000;0.03000000000000000000000000000000000000;;;DEA storage;;;;;
compression_energy_demand_30_70;0.0171428571428571000;0.0171428571428571000;0.0171428571428571000;0.01714285714285710000000000000000000000;0.01714285714285710000000000000000000000;0.01714285714285710000000000000000000000;;;;;;;;
compression_energy_demand_70_100;0.0128571428571429000;0.0128571428571429000;0.0128571428571429000;0.01285714285714290000000000000000000000;0.01285714285714290000000000000000000000;0.01285714285714290000000000000000000000;;;;;;;;
compression_energy_demand_70_250;0.0828571428571429000;0.1028571428571430000;0.0928571428571429000;0.08285714285714290000000000000000000000;0.09285714285714290000000000000000000000;0.09285714285714290000000000000000000000;;;;;;;;
own_truck_consumption;0.0000518583709146477;0.0000633824533401249;0.0000570442080061124;0.00005185837091464770000000000000000000;0.00005704420800611240000000000000000000;0.00005704420800611240000000000000000000;MWh/km/MWh transported;;Greet the greenhouse gases regulated emissions and energy use in transportation model (ANL), Speight JG 2011, Reuß 2021;;;;;
increase_landuse;2.0000000000000000000;1.0000000000000000000;2.0000000000000000000;2.00000000000000000000000000000000000000;2.00000000000000000000000000000000000000;2.00000000000000000000000000000000000000;;;;;;;;
;;;;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Model structure;;;;;;
target_DE_emission;17825000.0000000000000000000;17825000.0000000000000000000;17825000.0000000000000000000;17825000.00000000000000000000000000000000000000;17825000.00000000000000000000000000000000000000;17825000.00000000000000000000000000000000000000;;"Emission / RE target IT, ); ""  = 1990 level, currently set in EXPANSE 2050"")";;;;;;
target_FR_emission;4275000.0000000000000000000;4275000.0000000000000000000;4275000.0000000000000000000;4275000.00000000000000000000000000000000000000;4275000.00000000000000000000000000000000000000;4275000.00000000000000000000000000000000000000;;Emission / RE target FR;;;;;;
target_IT_emission;5990000.0000000000000000000;5990000.0000000000000000000;5990000.0000000000000000000;5990000.00000000000000000000000000000000000000;5990000.00000000000000000000000000000000000000;5990000.00000000000000000000000000000000000000;;Emission / RE target AT;;;;;;
target_AT_emission;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Emission / RE target DE;;;;;;
nuclear_allowed_CH;0.0000000000000000000;1.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;True=1 False =0;Is nuclear still allowed in 2050 model;Mearns & Sonette 2023;;;;;
nuclear_allowed_FR;0.5000000000000000000;1.0000000000000000000;0.5000000000000000000;0.50000000000000000000000000000000000000;0.50000000000000000000000000000000000000;0.50000000000000000000000000000000000000;;;;;;;;
coal_allowed_any;0.0000000000000000000;1.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;;;;;;;
hydrogen_imports_allowed;1.0000000000000000000;0.0000000000000000000;1.0000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;;;;;;;;
cost_of_hydrogen_imports;120.0000000000000000000;1000.0000000000000000000;160.0000000000000000000;72.50000000000000000000000000000000000000;85.00000000000000000000000000000000000000;72.50000000000000000000000000000000000000;€/MWh;davor: 120, 160 eur/MW h H2;Husarek, ;;;;;
H2_reserve_capacity;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;;;;;;;
CH_trade_with_EU;1.0000000000000000000;1.0000000000000000000;1.0000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;;;;;;;;
transport_trucks_hydrogen_fuelled;1.0000000000000000000;1.0000000000000000000;1.0000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;1.00000000000000000000000000000000000000;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
